iter	Logloss
120	0.3892097691
121	0.3881844657
122	0.3872691563
123	0.3857590158
124	0.3844311523
125	0.3836577933
126	0.3826040213
127	0.3812511335
128	0.3801097761
129	0.3788344465
130	0.3776834978
131	0.3771034895
132	0.376066197
133	0.3748756627
134	0.3732225691
135	0.3723971994
136	0.3711210414
137	0.3702702114
138	0.3695966012
139	0.368851362
140	0.3681021554
141	0.3671383231
142	0.3659340559
143	0.3650587027
144	0.3638219343
145	0.3629401071
146	0.3618495832
147	0.3610733904
148	0.3604062762
149	0.3595549665
150	0.3586627633
151	0.3577793012
152	0.3569391087
153	0.3556643241
154	0.3549548776
155	0.3539195905
156	0.3532452829
157	0.3526939392
158	0.3517706299
159	0.3506357683
160	0.3498198809
161	0.3491186087
162	0.3481557356
163	0.3470591736
164	0.3460044207
165	0.3449193246
166	0.3441886248
167	0.3430175345
168	0.3422335161
169	0.3416662162
170	0.3406942313
171	0.3396270316
172	0.3389266532
173	0.3381988089
174	0.3373816572
175	0.3368939209
176	0.3362508065
177	0.3352286203
178	0.3344786072
179	0.3335357448
180	0.3326605661
181	0.331986084
182	0.3313446481
183	0.3306970651
184	0.3301766096
185	0.3293448312
186	0.3286279297
187	0.3280574908
188	0.3273777117
189	0.3268901062
190	0.326132006
191	0.3255674526
192	0.3248964582
193	0.3244098554
194	0.323643886
195	0.3232331194
196	0.3223876517
197	0.3216469247
198	0.3211261422
199	0.3205402919
200	0.3198907689
201	0.318861084
202	0.3180157035
203	0.317494921
204	0.3170361764
205	0.3163276454
206	0.3158439418
207	0.3152522496
208	0.3143024554
209	0.3136380223
210	0.312910178
211	0.3125662667
212	0.3121112061
213	0.3113917542
214	0.3108535331
215	0.3098353795
216	0.3091052682
217	0.3088311332
218	0.3082882472
219	0.3076881409
220	0.3069105312
221	0.3064953395
222	0.3054828099
223	0.3047441101
224	0.3039612252
225	0.3034187099
226	0.3027661569
227	0.301948482
228	0.3015839931
229	0.3008577183
230	0.300594526
231	0.2999798148
232	0.2995342364
233	0.298921705
234	0.2982121059
235	0.2977375575
236	0.2970025417
237	0.2965236991
238	0.2960378156
239	0.2955457415
240	0.2952071054
241	0.2947460937
242	0.2940287127
243	0.2937151446
244	0.2932228306
245	0.2926337106
246	0.292124285
247	0.2915228271
248	0.2911888559
249	0.29061009
250	0.2900314113
251	0.2894304984
252	0.2889496286
253	0.2886317008
254	0.2880599976
255	0.2874860927
256	0.287063555
257	0.2865941075
258	0.2863253784
259	0.2856905256
260	0.2850795201
261	0.28475817
262	0.2843494088
263	0.2839737374
264	0.2836002023
265	0.2832106236
266	0.2823173959
267	0.2820167759
268	0.2814776611
269	0.2809970965
270	0.280489284
271	0.2800993565
272	0.2796316964
273	0.2792506627
274	0.278726981
275	0.2783048793
276	0.2778223528
277	0.2774170358
278	0.2767915126
279	0.2763345337
280	0.2757241385
281	0.2753896659
282	0.274795663
283	0.2743352836
284	0.2739549909
285	0.2735848127
286	0.2730599976
287	0.2726026699
288	0.2718391854
289	0.2715866961
290	0.2709871565
291	0.2704207502
292	0.269931597
293	0.2694032942
294	0.2687758527
295	0.2681533813
296	0.267820609
297	0.2673758371
298	0.2670779855
299	0.2666484724
300	0.2661533247
301	0.2657120187
302	0.265309688
303	0.2648987252
304	0.2645941162
305	0.2642788914
306	0.2639379447
307	0.2632650757
308	0.2628610665
309	0.2625844465
310	0.2620945522
311	0.2615280587
312	0.2611173357
313	0.2604240417
314	0.2600847517
315	0.2596303013
316	0.2593666077
317	0.2589459229
318	0.2583738926
319	0.2579008702
320	0.2575244359
321	0.2570396205
322	0.2567458888
323	0.2564829363
324	0.2560071455
325	0.2554582868
326	0.2550833348
327	0.2545055716
328	0.2540423148
329	0.2536362784
330	0.2533981759
331	0.253217817
332	0.2528264073
333	0.252407074
334	0.252061615
335	0.251796984
336	0.2513492693
337	0.250851484
338	0.2504866682
339	0.2499251447
340	0.249395098
341	0.2488900321
342	0.2484803118
343	0.2481741987
344	0.2477816336
345	0.2475950405
346	0.2473590742
347	0.2470628793
348	0.2466163853
349	0.2463953727
350	0.2458014788
351	0.2453958566
352	0.2450216239
353	0.2445688302
354	0.2442822702
355	0.2440315465
356	0.2435703387
357	0.2431050982
358	0.2424343218
359	0.2419240897
360	0.2416258894
361	0.2414144244
362	0.2410835048
363	0.2405199759
364	0.2402841405
365	0.2399277605
366	0.2392954799
367	0.2388281468
368	0.2386424037
369	0.2383209011
370	0.2380584063
371	0.2377958897
372	0.2375005668
373	0.2371961321
374	0.236922324
375	0.2366023472
376	0.2362660871
377	0.2360876901
378	0.2357401603
379	0.2355527387
380	0.2351158796
381	0.2345726231
382	0.234339229
383	0.2339816284
384	0.2337414333
385	0.2334824916
386	0.2333107649
387	0.2327837699
388	0.232507891
389	0.231968471
390	0.2317271205
391	0.2314404515
392	0.2310845729
393	0.2306387111
394	0.2303102766
395	0.2300907462
396	0.229752546
397	0.2295435224
398	0.2291592843
399	0.2288954381
400	0.2284440831
401	0.2281355722
402	0.2278642055
403	0.227613133
404	0.22741139
405	0.2271016148
406	0.2267434038
407	0.2265410069
408	0.226040257
409	0.2257199097
410	0.2255090768
411	0.2252598572
412	0.2251254054
413	0.2249127197
414	0.2245759801
415	0.2242249189
416	0.2240492031
417	0.2236737061
418	0.2234844535
419	0.2232452829
420	0.2229392787
421	0.2226964242
422	0.2222608294
423	0.2218673706
424	0.221569737
425	0.2213075692
426	0.2209459795
427	0.2207049779
428	0.2204927935
429	0.2201382446
430	0.2197582136
431	0.2193715341
432	0.21910226
433	0.2187795585
434	0.2184889003
435	0.2182719203
436	0.2179082816
437	0.2176424735
438	0.2172469221
439	0.2169688198
440	0.2167621286
441	0.2164637102
442	0.2163338361
443	0.2160839408
444	0.2158422852
445	0.2155652073
446	0.2153413609
447	0.214990496
448	0.2147499302
449	0.2146339199
450	0.21434021
451	0.2140405491
452	0.2136384801
453	0.2132696533
454	0.2130648804
455	0.212860587
456	0.2126025173
457	0.2122647531
458	0.2120245797
459	0.2118266078
460	0.2115596008
461	0.2113655526
462	0.2110242135
463	0.2108471898
464	0.2105701774
465	0.210310451
466	0.2100979832
467	0.2099239894
468	0.2096908569
469	0.2093959699
470	0.2090459987
471	0.2087227958
472	0.2085301426
473	0.2083377511
474	0.2080640956
475	0.2076582772
476	0.2074322292
477	0.2070417786
478	0.2068169294
479	0.2066641671
480	0.2064801025
481	0.206119254
482	0.2058659145
483	0.2056620571
484	0.2055537197
485	0.2053614371
486	0.2051613944
487	0.2048776463
488	0.2046756635
489	0.2043632725
490	0.2041640145
491	0.203826185
492	0.2035949925
493	0.2033513314
494	0.2029627773
495	0.2024626814
496	0.2021486991
497	0.2018825858
498	0.2015690613
499	0.201257019
500	0.2009540449
501	0.2008062308
502	0.2003837367
503	0.2001674979
504	0.1997597613
505	0.1994703456
506	0.1990544782
507	0.1987426322
508	0.1986171613
509	0.1984398542
510	0.1981339155
511	0.1978006199
512	0.1975460815
513	0.1973655047
514	0.1971359253
515	0.1969517735
516	0.1966751099
517	0.1965400478
518	0.1962348938
519	0.1960612706
520	0.1957435826
521	0.1954040527
522	0.1951870292
523	0.1948939514
524	0.1946083941
525	0.1944290379
526	0.1942589024
527	0.1940258353
528	0.1937448992
529	0.1935626221
530	0.1932949393
531	0.1930304173
532	0.1928451756
533	0.1925639125
534	0.192285505
535	0.1920476423
536	0.1918413653
537	0.1914907837
538	0.1912617493
539	0.1911326163
540	0.1909586443
541	0.1906835066
542	0.1905801392
543	0.1902852522
544	0.1901549421
545	0.1898527745
546	0.1894972883
547	0.1891748483
548	0.1890095302
549	0.1885486712
550	0.1883378819
551	0.1881525748
552	0.1880335345
553	0.1878586251
554	0.1877651106
555	0.187360927
556	0.1872507804
557	0.1869730704
558	0.1867805481
559	0.1866282436
560	0.1862824794
561	0.1860818045
562	0.1857061768
563	0.1854489572
564	0.185226266
565	0.1849555315
566	0.1847507368
567	0.1844048854
568	0.184221562
569	0.1840776498
570	0.1838580322
571	0.1836904035
572	0.1834975106
573	0.1833086286
574	0.1831142317
575	0.1827880968
576	0.1824740165
577	0.1823320552
578	0.1821335493
579	0.1818897574
580	0.1817186846
581	0.181525007
582	0.1812845612
583	0.1810710471
584	0.180876879
585	0.180695343
586	0.1804911368
587	0.1803264291
588	0.1801594652
589	0.1798386274
590	0.1797071402
591	0.1795099531
592	0.1793981607
593	0.1791963196
594	0.179057421
595	0.1788738142
596	0.1787528665
597	0.1786343166
598	0.1783714294
599	0.1782858603
600	0.1779410008
601	0.1776540157
602	0.177492763
603	0.1772449384
604	0.176970411
605	0.176776123
606	0.1766562762
607	0.1763803973
608	0.1761588287
609	0.176015625
610	0.175877642
611	0.1757933698
612	0.175617872
613	0.1754210881
614	0.17516122
615	0.1750129155
616	0.1747704424
617	0.1745696695
618	0.1743774414
619	0.174260025
620	0.173916408
621	0.1736737497
622	0.173492606
623	0.1733024379
624	0.1731718663
625	0.1730044338
626	0.1728945705
627	0.1726471819
628	0.1724551392
629	0.1723425511
630	0.1721324594
631	0.1718083845
632	0.1715989467
633	0.1713774654
634	0.1712036133
635	0.1709074293
636	0.1707067871
637	0.1703625052
638	0.1699162074
639	0.1696405901
640	0.1695155116
641	0.1692710985
642	0.1690915789
643	0.1688017382
644	0.1686220878
645	0.1684815979
646	0.1683146885
647	0.1680942426
648	0.167832816
649	0.1675843593
650	0.1674186271
651	0.1672491891
652	0.1670210702
653	0.1667761666
654	0.1664139884
655	0.1661924526
656	0.1660258048
657	0.1658879743
658	0.1657469831
659	0.1653753989
660	0.1651837158
661	0.1651468113
662	0.1650180708
663	0.1647695705
664	0.164556645
665	0.1643334198
666	0.1642469788
667	0.1640636662
668	0.1638674927
669	0.1635680498
670	0.1633361162
671	0.1630428096
672	0.1628685216
673	0.1627767835
674	0.1626668658
675	0.162443052
676	0.1623435211
677	0.1622049277
678	0.1620551627
679	0.1619109562
680	0.1617679378
681	0.1616007887
682	0.1614255197
683	0.1612337167
684	0.1610707528
685	0.1609982082
686	0.1608691733
687	0.1607210868
688	0.1605943625
689	0.1604706029
690	0.1602800206
691	0.1601842608
692	0.1599740819
693	0.1598175049
694	0.1596464321
695	0.1592876107
696	0.1591713061
697	0.159021443
698	0.1588631766
699	0.1587510899
700	0.1585842896
701	0.1583446612
702	0.1581606184
703	0.1578278678
704	0.1577033779
705	0.157447597
706	0.1572995867
707	0.1571588462
708	0.1570074899
709	0.1568421718
710	0.15667899
711	0.1565922437
712	0.1564457267
713	0.1563017055
714	0.1560095651
715	0.1559008135
716	0.1556418937
717	0.1555371094
718	0.1553753662
719	0.1552432469
720	0.1551299177
721	0.1548697226
722	0.1547735923
723	0.1545945413
724	0.1544475555
725	0.154142467
726	0.154019601
727	0.1538627625
728	0.1537457384
729	0.1535440063
730	0.1533272879
731	0.1530488041
732	0.1528347342
733	0.1526013838
734	0.1524931335
735	0.1522976794
736	0.1522401973
737	0.1521400452
738	0.1519786835
739	0.1518655504
740	0.1517556763
741	0.15160529
742	0.1515054866
743	0.1512637547
744	0.151040693
745	0.1509201922
746	0.15074537
747	0.1505678013
748	0.1505055019
749	0.1503302765
750	0.1502680206
751	0.1502093724
752	0.1501520211
753	0.1499764143
754	0.1498202951
755	0.1496999468
756	0.1496321324
757	0.1492915235
758	0.149199404
759	0.1490573665
760	0.1489393071
761	0.1487755694
762	0.1486659241
763	0.148484617
764	0.1484501648
765	0.1483407593
766	0.1482415771
767	0.1480367388
768	0.147825143
769	0.1477333287
770	0.1475205667
771	0.147434845
772	0.1472328404
773	0.1470930481
774	0.1469124385
775	0.1467349243
776	0.1465765817
777	0.1464672525
778	0.1463854
779	0.1461972264
780	0.1461006056
781	0.1459824698
782	0.1457472011
783	0.1455344391
784	0.1454232352
785	0.1451963479
786	0.1449771772
787	0.1448366438
788	0.144701658
789	0.1446639252
790	0.14448749
791	0.1442352077
792	0.1440075793
793	0.1437580872
794	0.143730447
795	0.1436352321
796	0.1434943717
797	0.1433563232
798	0.143203452
799	0.1430782645
800	0.1430232021
801	0.1428541783
802	0.1427137429
803	0.1424640111
804	0.1423584093
805	0.1420623779
806	0.1420125035
807	0.1418197959
808	0.14172675
809	0.141617606
810	0.1415519278
811	0.1414635468
812	0.1411995697
813	0.1411555481
814	0.1411096518
815	0.1409791129
816	0.1409157235
817	0.1408522688
818	0.1407872227
819	0.1406912013
820	0.1406068638
821	0.1404671478
822	0.1402762059
823	0.1401309858
824	0.1399988883
825	0.1398636954
826	0.1397892107
827	0.1395979091
828	0.1392767443
829	0.1391421618
830	0.1390430014
831	0.1389253017
832	0.1388744899
833	0.1388370623
834	0.1387027196
835	0.1386037118
836	0.1384418379
837	0.1382790157
838	0.1381227657
839	0.1380413491
840	0.1377954211
841	0.137736108
842	0.137630419
843	0.1373818425
844	0.137247794
845	0.1370971898
846	0.1369449289
847	0.1368840027
848	0.1366246687
849	0.1364367894
850	0.1362962995
851	0.1359828295
852	0.135909086
853	0.1357806614
854	0.135706155
855	0.1354590498
856	0.1352754647
857	0.1351419939
858	0.1349532645
859	0.1347973742
860	0.1346743556
861	0.1344892774
862	0.134404177
863	0.1343255506
864	0.1341648647
865	0.134043372
866	0.1339115906
867	0.133815591
868	0.1336965942
869	0.1336008998
870	0.133455004
871	0.133278329
872	0.1331750815
873	0.1329983738
874	0.1329851205
875	0.132893546
876	0.1326473018
877	0.1325341797
878	0.1323488072
879	0.1322841535
880	0.1322362082
881	0.1321355111
882	0.1319518171
883	0.1316484615
884	0.1315584891
885	0.1314408657
886	0.1313834054
887	0.1311060115
888	0.130931015
889	0.1308283779
890	0.1306687927
891	0.1304507228
892	0.1303563363
893	0.1302443913
894	0.130156795
895	0.1299947684
896	0.1299304526
897	0.1298156629
898	0.1297426496
899	0.1296154785
900	0.1295019313
901	0.1293545205
902	0.1292519161
903	0.1290619768
904	0.1290105329
905	0.128936615
906	0.1288348607
907	0.1287707955
908	0.1286531939
909	0.1285364423
910	0.1284174892
911	0.1282045528
912	0.1280884116
913	0.127996194
914	0.1278667341
915	0.1276995523
916	0.1276312147
917	0.1275460706
918	0.1274457005
919	0.1273256683
920	0.1272993251
921	0.1272264099
922	0.1271503775
923	0.1270958165
924	0.1268946293
925	0.1267507717
926	0.1265278625
927	0.1264124407
928	0.1263766915
929	0.1262717547
930	0.126186785
931	0.1260965075
932	0.1259567915
933	0.1257673427
934	0.125600259
935	0.1255373928
936	0.1254476384
937	0.125363399
938	0.1252188873
939	0.1251186916
940	0.1250079891
941	0.1248125785
942	0.1247469984
943	0.1246776472
944	0.1244917079
945	0.1243675886
946	0.124228799
947	0.1241008759
948	0.1240181405
949	0.123845095
950	0.123688943
951	0.1235819353
952	0.123452083
953	0.1233319855
954	0.1232142857
955	0.1231585693
956	0.1230763027
957	0.1230387115
958	0.1228829738
959	0.1227788435
960	0.1226550184
961	0.122461101
962	0.122379194
963	0.122229745
964	0.1220096152
965	0.1218360465
966	0.121769431
967	0.1215911756
968	0.1215468706
969	0.1214862279
970	0.1212651498
971	0.1211793518
972	0.121026219
973	0.1208724104
974	0.1208247158
975	0.1206946019
976	0.1206231689
977	0.1205626351
978	0.1204772295
979	0.1204499381
980	0.1202481515
981	0.1201214709
982	0.1199216788
983	0.1198366002
984	0.1197627258
985	0.1195497458
986	0.1193979754
987	0.1192058454
988	0.119030195
989	0.1188538579
990	0.1186656843
991	0.1184589822
992	0.1183461652
993	0.1181885856
994	0.1181118338
995	0.1180569349
996	0.1179412951
997	0.1178544726
998	0.1177706582
999	0.1177196067
